customer_id,customer_name,region,segment,acquisition_channel,signup_date,fleet_size,account_status,annual_contract_value
C10631,Customer 0632,Bengaluru,Mid-Market,Referral,2025-08-13,231,Active,29202.76
C10632,Customer 0633,Pune,Mid-Market,Organic,2025-01-09,738,At Risk,96091.63
C10633,Customer 0634,Hyderabad,SMB,Organic,2024-11-06,503,Active,46755.08
C10634,Customer 0635,Chennai,Mid-Market,Outbound,2024-10-26,304,Active,38386.49
C10635,Customer 0636,Chennai,Enterprise,Outbound,2024-05-15,736,Active,177979.24
C10636,Customer 0637,Mumbai,Mid-Market,Outbound,2025-12-15,818,Active,109061.86
C10637,Customer 0638,Ahmedabad,Mid-Market,Partner,2024-09-29,273,Active,39385.97
C10638,Customer 0639,Ahmedabad,SMB,Event,2024-08-29,445,Active,50408.46
C10639,Customer 0640,Hyderabad,Mid-Market,Partner,2026-03-30,413,Active,80778.76
C10640,Customer 0641,Bengaluru,Enterprise,Referral,2025-03-06,597,At Risk,164828.17
C10641,Customer 0642,Bengaluru,SMB,Organic,2025-06-12,808,Active,104219.01
C10642,Customer 0643,Ahmedabad,SMB,Event,2024-07-27,468,Active,35049.85
C10643,Customer 0644,Chennai,Mid-Market,Partner,2024-08-23,679,Churned,149487.52
C10644,Customer 0645,Pune,SMB,Outbound,2025-09-11,508,Active,28884.1
C10645,Customer 0646,Kochi,Mid-Market,Partner,2025-01-18,754,At Risk,99415.96
C10646,Customer 0647,Kochi,SMB,Outbound,2024-05-05,346,Active,23420.0
C10647,Customer 0648,Hyderabad,SMB,Paid Search,2025-12-11,330,At Risk,49597.25
C10648,Customer 0649,Bengaluru,Mid-Market,Organic,2024-12-08,361,Active,53486.13
C10649,Customer 0650,Delhi NCR,Mid-Market,Partner,2025-07-22,847,Active,180459.91
C10650,Customer 0651,Mumbai,Mid-Market,Outbound,2024-10-17,521,Active,71835.05
C10651,Customer 0652,Pune,Mid-Market,Partner,2025-04-21,133,Active,23859.75
C10652,Customer 0653,Bengaluru,Mid-Market,Partner,2025-10-21,39,Active,5009.52
C10653,Customer 0654,Mumbai,Mid-Market,Referral,2026-01-22,443,Churned,38216.24
C10654,Customer 0655,Bengaluru,Mid-Market,Partner,2024-06-25,685,Active,109321.24
C10655,Customer 0656,Bengaluru,Mid-Market,Organic,2025-07-25,409,Active,73933.84
C10656,Customer 0657,Bengaluru,Mid-Market,Referral,2026-02-16,478,At Risk,72799.29
C10657,Customer 0658,Bengaluru,SMB,Outbound,2025-06-30,679,Active,44610.06
C10658,Customer 0659,Chennai,SMB,Outbound,2024-05-01,441,Active,57777.02
C10659,Customer 0660,Delhi NCR,Mid-Market,Event,2024-06-10,772,Active,113523.44
C10660,Customer 0661,Delhi NCR,Enterprise,Organic,2024-06-21,544,Active,52436.58
C10661,Customer 0662,Delhi NCR,Mid-Market,Paid Search,2024-03-31,622,Active,54405.9
C10662,Customer 0663,Pune,SMB,Partner,2025-10-02,665,Active,80315.99
C10663,Customer 0664,Kochi,Mid-Market,Event,2026-03-31,534,Active,64807.35
C10664,Customer 0665,Chennai,SMB,Referral,2025-03-15,47,Active,5587.25
C10665,Customer 0666,Pune,Mid-Market,Organic,2025-05-24,366,Active,43129.22
C10666,Customer 0667,Pune,Mid-Market,Outbound,2025-10-19,124,Active,25761.94
C10667,Customer 0668,Pune,Mid-Market,Organic,2024-12-19,436,Active,46463.44
C10668,Customer 0669,Bengaluru,Mid-Market,Partner,2025-02-05,125,Active,23251.56
C10669,Customer 0670,Ahmedabad,SMB,Outbound,2025-05-15,435,Active,69197.91
C10670,Customer 0671,Bengaluru,SMB,Referral,2024-09-15,295,Active,33774.15
C10671,Customer 0672,Delhi NCR,Enterprise,Outbound,2024-02-22,22,Active,2276.26
C10672,Customer 0673,Pune,Mid-Market,Referral,2025-04-27,110,Active,16287.05
C10673,Customer 0674,Delhi NCR,SMB,Event,2025-11-29,430,At Risk,91078.47
C10674,Customer 0675,Bengaluru,SMB,Referral,2024-03-03,71,Active,12811.01
C10675,Customer 0676,Ahmedabad,SMB,Organic,2024-07-03,728,Active,48775.44
C10676,Customer 0677,Hyderabad,SMB,Organic,2024-08-11,646,Active,108938.7
C10677,Customer 0678,Bengaluru,SMB,Outbound,2025-11-14,604,Active,52075.35
C10678,Customer 0679,Ahmedabad,SMB,Organic,2025-03-04,150,At Risk,12542.86
C10679,Customer 0680,Pune,Enterprise,Paid Search,2025-03-30,677,At Risk,182283.0
C10680,Customer 0681,Hyderabad,SMB,Organic,2025-07-02,541,At Risk,75557.79
C10681,Customer 0682,Kochi,SMB,Partner,2024-08-23,334,Active,48496.56
C10682,Customer 0683,Ahmedabad,SMB,Referral,2025-08-29,5,Active,720.64
C10683,Customer 0684,Hyderabad,SMB,Partner,2024-01-26,451,Active,48443.46
C10684,Customer 0685,Delhi NCR,Mid-Market,Paid Search,2024-04-06,677,Active,117213.09
C10685,Customer 0686,Delhi NCR,SMB,Event,2025-11-24,33,Active,3497.4
C10686,Customer 0687,Bengaluru,Mid-Market,Organic,2025-07-13,49,Active,4147.59
C10687,Customer 0688,Bengaluru,Mid-Market,Organic,2024-05-29,328,Active,37209.54
C10688,Customer 0689,Bengaluru,SMB,Partner,2025-01-07,437,At Risk,60901.89
C10689,Customer 0690,Bengaluru,Mid-Market,Outbound,2024-02-14,405,Active,51937.32
C10690,Customer 0691,Delhi NCR,Enterprise,Paid Search,2025-07-25,365,Active,38322.9
C10691,Customer 0692,Delhi NCR,SMB,Referral,2025-10-04,220,At Risk,28008.65
C10692,Customer 0693,Bengaluru,SMB,Organic,2024-08-24,55,Active,11218.79
C10693,Customer 0694,Mumbai,Enterprise,Outbound,2024-10-24,31,Active,9471.99
C10694,Customer 0695,Bengaluru,Enterprise,Organic,2024-07-20,88,Active,22416.33
C10695,Customer 0696,Kochi,Mid-Market,Outbound,2024-11-26,588,Active,91956.14
C10696,Customer 0697,Bengaluru,Mid-Market,Organic,2024-08-19,669,Active,126056.95
C10697,Customer 0698,Ahmedabad,SMB,Event,2024-07-29,372,Active,55863.52
C10698,Customer 0699,Chennai,Mid-Market,Partner,2024-12-31,70,Active,17608.0
C10699,Customer 0700,Kochi,SMB,Partner,2025-12-31,356,Active,61442.26
C10700,Customer 0701,Pune,SMB,Paid Search,2025-10-10,837,Active,102801.48
C10701,Customer 0702,Mumbai,Mid-Market,Organic,2024-09-09,216,Active,23642.46
C10702,Customer 0703,Chennai,Enterprise,Organic,2026-03-12,419,Active,98894.55
C10703,Customer 0704,Mumbai,Mid-Market,Referral,2024-06-27,459,Active,46725.16
C10704,Customer 0705,Hyderabad,SMB,Partner,2026-02-13,283,Active,20487.09
C10705,Customer 0706,Mumbai,SMB,Paid Search,2024-09-19,375,Active,43198.58
C10706,Customer 0707,Mumbai,Enterprise,Outbound,2025-04-04,403,Active,111701.44
C10707,Customer 0708,Bengaluru,Enterprise,Organic,2024-06-21,405,Active,96883.36
C10708,Customer 0709,Hyderabad,Mid-Market,Paid Search,2025-10-09,611,Active,100930.65
C10709,Customer 0710,,Mid-Market,Partner,2024-09-27,495,Active,109586.43
C10710,Customer 0711,Chennai,SMB,Paid Search,2026-01-11,50,Active,6221.19
C10711,Customer 0712,Delhi NCR,SMB,Partner,2024-03-11,10,Active,1701.45
C10712,Customer 0713,Ahmedabad,SMB,Organic,2025-03-02,352,Active,15888.43
C10713,Customer 0714,Bengaluru,SMB,Organic,2024-05-14,772,Active,111856.07
C10714,Customer 0715,Delhi NCR,SMB,Event,2026-01-25,36,Active,2263.28
C10715,Customer 0716,Kochi,Mid-Market,Organic,2024-12-20,65,Active,6492.71
C10716,Customer 0717,Pune,SMB,Outbound,2025-07-27,578,Active,41048.99
C10717,Customer 0718,Delhi NCR,SMB,Event,2026-01-17,386,Active,49428.29
C10718,Customer 0719,Mumbai,Mid-Market,Paid Search,2025-03-31,199,Active,32232.45
C10719,Customer 0720,Hyderabad,SMB,Partner,2024-02-18,180,Active,31914.49
C10720,Customer 0721,Hyderabad,SMB,Outbound,2024-07-06,566,At Risk,119937.48
C10721,Customer 0722,Bengaluru,Mid-Market,Event,2024-06-29,447,At Risk,119871.85
C10722,Customer 0723,Kochi,SMB,Organic,2026-02-16,544,At Risk,36423.1
C10723,Customer 0724,Pune,Mid-Market,Event,2026-02-11,241,Active,53246.03
C10724,Customer 0725,Delhi NCR,Enterprise,Event,2025-02-09,449,Active,108529.98
C10725,Customer 0726,Kochi,SMB,Organic,2026-01-26,731,Active,120863.19
C10726,Customer 0727,Bengaluru,Enterprise,Organic,2024-07-28,272,Active,37655.28
C10727,Customer 0728,Bengaluru,Enterprise,Outbound,2025-07-31,339,Active,38240.4
C10728,Customer 0729,Delhi NCR,Mid-Market,Organic,2024-11-29,143,Active,34386.31
C10729,Customer 0730,Ahmedabad,Mid-Market,Referral,2024-07-23,544,Active,65358.25
C10730,Customer 0731,Chennai,Mid-Market,Organic,2024-07-31,32,Active,3494.91
C10731,Customer 0732,Kochi,Mid-Market,Outbound,2024-12-22,215,At Risk,28982.78
C10732,Customer 0733,Bengaluru,Mid-Market,Partner,2024-10-15,607,Active,51107.97
C10733,Customer 0734,Kochi,SMB,Organic,2024-06-28,21,Active,1027.25
C10734,Customer 0735,Hyderabad,Enterprise,Organic,2024-10-11,840,Active,234842.71
C10735,Customer 0736,Bengaluru,Mid-Market,Partner,2024-04-19,346,Active,80748.2
C10736,Customer 0737,Chennai,Mid-Market,Referral,2026-04-04,341,At Risk,65451.49
C10737,Customer 0738,Hyderabad,SMB,Organic,2024-11-18,458,Active,45439.07
C10738,Customer 0739,Kochi,SMB,Outbound,2024-04-01,545,At Risk,51931.09
C10739,Customer 0740,Kochi,SMB,Referral,2025-05-04,393,Active,49793.78
C10740,Customer 0741,Chennai,SMB,Partner,2026-01-20,752,Active,89352.14
C10741,Customer 0742,Mumbai,SMB,Event,2024-11-01,817,Active,39998.63
C10742,Customer 0743,Hyderabad,SMB,Referral,2025-12-19,174,Active,22119.79
C10743,Customer 0744,Chennai,SMB,Outbound,2025-06-03,602,Active,96520.97
C10744,Customer 0745,Chennai,Mid-Market,Partner,2025-09-20,259,Active,50161.15
C10745,Customer 0746,Kochi,SMB,Outbound,2024-09-08,846,Churned,103786.78
C10746,Customer 0747,Chennai,Enterprise,Referral,2024-02-01,219,Active,39095.72
C10747,Customer 0748,Bengaluru,SMB,Event,2024-10-20,254,At Risk,15834.41
C10748,Customer 0749,Hyderabad,SMB,Paid Search,2026-02-24,608,Active,53883.2
C10749,Customer 0750,Kochi,SMB,Outbound,2025-11-03,671,Churned,72436.95
C10750,Customer 0751,Bengaluru,Mid-Market,Paid Search,2025-10-28,113,Active,19814.82
C10751,Customer 0752,Ahmedabad,SMB,Organic,2026-01-16,474,Active,51855.13
C10752,Customer 0753,Hyderabad,Mid-Market,Organic,2024-11-13,297,Active,61224.67
C10753,Customer 0754,Pune,Enterprise,Event,2024-09-30,521,Active,75779.88
C10754,Customer 0755,Ahmedabad,SMB,Outbound,2026-02-25,475,At Risk,23603.14
C10755,Customer 0756,Delhi NCR,Mid-Market,Paid Search,2025-04-30,838,Active,64457.37
C10756,Customer 0757,Hyderabad,SMB,Outbound,2024-09-10,793,Active,65035.74
C10757,Customer 0758,Ahmedabad,SMB,Organic,2024-08-24,557,Active,60233.93
C10758,Customer 0759,Bengaluru,SMB,Organic,2026-01-15,579,Active,93373.5
C10759,Customer 0760,Chennai,SMB,Referral,2024-02-15,764,Active,121977.97
C10760,Customer 0761,Ahmedabad,Mid-Market,Referral,2024-02-22,160,Active,25202.59
C10761,Customer 0762,Pune,Mid-Market,Event,2025-09-19,618,Active,70777.33
C10762,Customer 0763,Hyderabad,Mid-Market,Outbound,2024-01-02,657,Active,59937.24
C10763,Customer 0764,Kochi,SMB,Partner,2024-05-25,112,Active,9715.22
C10764,Customer 0765,Bengaluru,Mid-Market,Outbound,2026-04-22,749,Churned,92816.08
C10765,Customer 0766,Pune,SMB,Paid Search,2024-12-27,596,Active,109707.14
C10766,Customer 0767,Chennai,SMB,Outbound,2025-09-10,298,Active,37553.74
C10767,Customer 0768,Mumbai,SMB,Partner,2025-02-17,414,Active,40645.17
C10768,Customer 0769,Delhi NCR,Mid-Market,Organic,2024-03-17,418,Active,49907.01
C10769,Customer 0770,Hyderabad,Enterprise,Organic,2024-06-05,781,Active,109720.35
C10770,Customer 0771,Ahmedabad,SMB,Event,2025-10-08,824,Active,149189.09
C10771,Customer 0772,Bengaluru,Mid-Market,Organic,2024-03-21,686,Active,50339.07
C10772,Customer 0773,Mumbai,Mid-Market,Event,2025-05-20,556,Active,39150.12
C10773,Customer 0774,Chennai,Mid-Market,Outbound,2024-10-22,92,Active,9787.31
C10774,Customer 0775,Pune,Mid-Market,Organic,2024-11-10,778,Churned,183711.44
C10775,Customer 0776,Chennai,Mid-Market,Event,2026-03-20,118,Active,18891.98
C10776,Customer 0777,Chennai,Mid-Market,Organic,2025-05-30,145,Active,23239.67
C10777,Customer 0778,Chennai,Enterprise,Organic,2025-06-06,63,Active,13539.86
C10778,Customer 0779,Kochi,SMB,Referral,2024-10-24,805,Active,43314.97
C10779,Customer 0780,Delhi NCR,Enterprise,Partner,2024-11-20,421,Active,145167.94
C10780,Customer 0781,Kochi,SMB,Partner,2025-08-05,204,Active,18105.21
C10781,Customer 0782,Kochi,Mid-Market,Partner,2024-02-03,73,Active,6617.46
C10782,Customer 0783,Ahmedabad,SMB,Referral,2024-07-20,353,Active,49956.99
C10783,Customer 0784,Ahmedabad,SMB,Organic,2025-05-25,616,Active,35589.77
C10784,Customer 0785,Kochi,SMB,Partner,2025-06-14,845,Churned,59590.97
C10785,Customer 0786,Bengaluru,SMB,Referral,2024-03-19,471,Active,80527.09
C10786,Customer 0787,Kochi,SMB,Paid Search,2025-10-31,518,At Risk,66249.8
C10787,Customer 0788,Pune,SMB,Outbound,2025-04-06,711,Active,55034.64
C10788,Customer 0789,Mumbai,SMB,Partner,2024-07-21,767,Churned,65965.39
C10789,Customer 0790,Pune,SMB,Referral,2025-10-01,241,Active,32801.75
C10790,Customer 0791,Mumbai,Mid-Market,Outbound,2026-04-22,843,Active,71451.3
C10791,Customer 0792,Chennai,Enterprise,Paid Search,2024-12-26,443,Active,57104.17
C10792,Customer 0793,Kochi,Mid-Market,Partner,2024-08-28,790,Active,159791.72
C10793,Customer 0794,Bengaluru,SMB,Referral,2024-09-11,104,Active,15075.32
C10794,Customer 0795,Mumbai,SMB,Referral,2025-05-18,87,Churned,16442.83
C10795,Customer 0796,Kochi,Enterprise,Organic,2024-02-10,752,Active,124783.24
C10796,Customer 0797,Delhi NCR,SMB,Referral,2025-02-14,573,Active,35870.58
C10797,Customer 0798,Ahmedabad,SMB,Organic,2024-01-22,152,Active,17350.62
C10798,Customer 0799,Hyderabad,Enterprise,Referral,2024-02-02,761,At Risk,165062.8
C10799,Customer 0800,Pune,Enterprise,Event,2024-12-31,91,At Risk,9542.53
C10800,Customer 0801,Kochi,SMB,Referral,2025-09-25,581,Active,67476.26
C10801,Customer 0802,Ahmedabad,Mid-Market,Outbound,2026-01-20,178,Active,17288.1
C10802,Customer 0803,Bengaluru,SMB,Partner,2024-03-15,64,Active,10573.44
C10803,Customer 0804,Ahmedabad,Mid-Market,Event,2024-07-26,686,Active,121771.4
C10804,Customer 0805,Delhi NCR,SMB,Outbound,2024-12-24,721,At Risk,71181.08
C10805,Customer 0806,Mumbai,SMB,Event,2025-05-02,94,Active,13519.39
C10806,Customer 0807,Mumbai,Mid-Market,Outbound,2026-04-18,83,Active,21010.59
C10807,Customer 0808,Pune,SMB,Referral,2025-08-04,524,Active,38302.95
C10808,Customer 0809,Pune,Mid-Market,Referral,2025-04-02,29,Active,3695.79
C10809,Customer 0810,Delhi NCR,SMB,Event,2024-02-21,635,At Risk,70926.91
C10810,Customer 0811,Hyderabad,Enterprise,Event,2024-03-09,778,Active,108701.02
C10811,Customer 0812,Ahmedabad,Mid-Market,Paid Search,2024-05-10,639,Active,91702.48
C10812,Customer 0813,Bengaluru,SMB,Organic,2025-07-15,199,Active,18691.27
C10813,Customer 0814,Hyderabad,Mid-Market,Organic,2024-10-08,165,Churned,39245.93
C10814,Customer 0815,Chennai,SMB,Partner,2024-07-23,580,Active,69310.11
C10815,Customer 0816,Delhi NCR,SMB,Organic,2025-07-23,57,Churned,9927.67
C10816,Customer 0817,Chennai,SMB,Partner,2025-11-24,459,Active,45206.9
C10817,Customer 0818,Ahmedabad,Enterprise,Organic,2025-01-08,384,Active,53159.81
C10818,Customer 0819,Hyderabad,Mid-Market,Event,2026-01-19,634,Active,124357.19
C10819,Customer 0820,Mumbai,Enterprise,Organic,2025-09-16,176,Active,18499.88
C10820,Customer 0821,Chennai,Enterprise,Referral,2025-08-31,649,Active,69498.52
C10821,Customer 0822,Kochi,Enterprise,Paid Search,2026-01-07,595,Active,86441.69
C10822,Customer 0823,Chennai,SMB,Partner,2024-06-05,206,Active,34304.97
C10823,Customer 0824,Delhi NCR,Enterprise,Outbound,2025-10-06,306,Active,61752.2
C10824,Customer 0825,Chennai,Mid-Market,Event,2026-03-25,60,Active,4697.51
C10825,Customer 0826,Ahmedabad,SMB,Outbound,2026-04-23,384,Active,43618.95
C10826,Customer 0827,Delhi NCR,Mid-Market,Event,2025-05-06,225,Active,24105.42
C10827,Customer 0828,Ahmedabad,SMB,Referral,2025-10-03,100,Active,5476.09
C10828,Customer 0829,Kochi,SMB,Outbound,2026-01-25,478,At Risk,66427.96
C10829,Customer 0830,Mumbai,SMB,Organic,2025-12-25,484,Churned,31044.83
C10830,Customer 0831,Bengaluru,SMB,Event,2026-02-02,77,Active,6863.62
C10831,Customer 0832,Kochi,SMB,Outbound,2025-12-08,161,Active,23200.15
C10832,Customer 0833,Bengaluru,Enterprise,Partner,2024-11-20,74,Active,16531.73
C10833,Customer 0834,Mumbai,Mid-Market,Paid Search,2025-09-12,578,Active,66482.18
C10834,Customer 0835,Bengaluru,Mid-Market,Referral,2024-12-14,290,At Risk,34772.71
C10835,Customer 0836,Chennai,SMB,Organic,2025-11-12,65,Active,5975.78
C10836,Customer 0837,Mumbai,SMB,Outbound,2025-11-19,166,Active,24764.8
C10837,Customer 0838,Pune,SMB,Partner,2026-03-05,829,Active,58352.53
C10838,Customer 0839,Ahmedabad,Mid-Market,Organic,2025-05-15,221,Active,25205.76
C10839,Customer 0840,Kochi,SMB,Partner,2025-02-07,583,At Risk,55627.96
C10840,Customer 0841,Ahmedabad,Mid-Market,Event,2024-05-20,400,Active,41153.19
C10841,Customer 0842,Hyderabad,Mid-Market,Partner,2025-06-26,158,Active,17264.49
C10842,Customer 0843,Delhi NCR,Mid-Market,Referral,2025-04-26,264,Active,26408.49
C10843,Customer 0844,Bengaluru,Enterprise,Outbound,2025-03-13,16,Churned,3258.48
C10844,Customer 0845,Ahmedabad,SMB,Organic,2025-07-28,636,Active,95416.98
C10845,Customer 0846,Pune,Enterprise,Outbound,2025-12-24,287,At Risk,76704.08
C10846,Customer 0847,Mumbai,Mid-Market,Partner,2024-05-06,426,At Risk,81614.34
C10847,Customer 0848,Chennai,Mid-Market,Outbound,2025-01-01,134,Active,19157.87
C10848,Customer 0849,Chennai,Mid-Market,Partner,2025-09-05,701,At Risk,175367.45
C10849,Customer 0850,Delhi NCR,Mid-Market,Organic,2025-11-27,189,Active,38927.95
C10850,Customer 0851,Delhi NCR,Enterprise,Outbound,2025-10-23,483,Active,138432.97
C10851,Customer 0852,Hyderabad,SMB,Outbound,2025-11-10,742,Active,117788.32
C10852,Customer 0853,Delhi NCR,Mid-Market,Event,2025-12-27,607,Active,98119.96
C10853,Customer 0854,Mumbai,Mid-Market,Outbound,2026-03-28,514,Active,64684.56
C10854,Customer 0855,Kochi,SMB,Paid Search,2025-05-31,755,Active,91451.91
C10855,Customer 0856,Kochi,Enterprise,Partner,2024-07-30,154,Active,20426.29
C10856,Customer 0857,Kochi,SMB,Partner,2025-04-24,819,Active,104231.11
C10857,Customer 0858,Hyderabad,Mid-Market,Referral,2025-08-26,475,Active,45767.68
C10858,Customer 0859,Kochi,SMB,Paid Search,2024-03-26,351,Active,17086.86
C10859,Customer 0860,Delhi NCR,SMB,Paid Search,2025-10-05,221,Active,32817.68
C10860,Customer 0861,Delhi NCR,Mid-Market,Partner,2025-04-07,634,Churned,124998.31
C10861,Customer 0862,Ahmedabad,SMB,Paid Search,2026-03-06,829,Churned,101710.79
C10862,Customer 0863,Kochi,SMB,Partner,2024-06-29,588,Active,59035.1
C10863,Customer 0864,Hyderabad,SMB,Organic,2026-02-09,32,Active,4524.05
C10864,Customer 0865,Mumbai,SMB,Organic,2025-01-15,401,Active,78271.19
C10865,Customer 0866,Pune,Mid-Market,Referral,2025-05-02,623,Active,111049.59
C10866,Customer 0867,Chennai,Enterprise,Paid Search,2025-07-15,340,Active,86701.91
C10867,Customer 0868,Mumbai,SMB,Organic,2025-05-07,658,Active,65062.0
C10868,Customer 0869,Chennai,Mid-Market,Referral,2026-02-07,602,Active,80920.13
C10869,Customer 0870,Kochi,SMB,Organic,2024-05-22,61,Active,7020.86
C10870,Customer 0871,Bengaluru,Mid-Market,Organic,2025-09-12,476,Active,114311.53
C10871,Customer 0872,Pune,SMB,Organic,2026-04-08,150,Active,16508.24
C10872,Customer 0873,Pune,SMB,Paid Search,2024-07-06,416,At Risk,47350.2
C10873,Customer 0874,Ahmedabad,SMB,Event,2024-08-04,329,Active,37835.88
C10874,Customer 0875,Mumbai,Mid-Market,Partner,2025-02-07,686,Active,94522.21
C10875,Customer 0876,Bengaluru,SMB,Partner,2025-09-08,738,Active,105882.64
C10876,Customer 0877,Chennai,SMB,Partner,2026-03-26,394,Active,47792.07
C10877,Customer 0878,Chennai,Mid-Market,Paid Search,2025-11-07,458,Active,73454.78
C10878,Customer 0879,Delhi NCR,Mid-Market,Outbound,2025-11-05,534,Active,85480.01
C10879,Customer 0880,Kochi,SMB,Partner,2025-01-10,558,Active,56488.68
C10880,Customer 0881,Kochi,Mid-Market,Referral,2025-07-02,541,Active,39322.87
C10881,Customer 0882,Bengaluru,Enterprise,Event,2024-06-28,666,Active,141338.74
C10882,Customer 0883,Kochi,SMB,Event,2025-01-28,834,Active,140368.03
C10883,Customer 0884,Bengaluru,Mid-Market,Referral,2024-06-09,704,Active,123259.69
C10884,Customer 0885,Delhi NCR,SMB,Outbound,2024-01-24,118,Active,7786.84
C10885,Customer 0886,Hyderabad,Mid-Market,Event,2025-12-29,407,At Risk,77102.86
C10886,Customer 0887,Mumbai,SMB,Outbound,2025-11-15,394,Active,51634.87
C10887,Customer 0888,Ahmedabad,Mid-Market,Partner,2025-03-10,434,Active,47849.12
C10888,Customer 0889,Delhi NCR,SMB,Organic,2024-01-13,451,At Risk,51841.38
C10889,Customer 0890,Pune,SMB,Organic,2024-03-17,611,Active,85366.03
C10890,Customer 0891,Hyderabad,Enterprise,Event,2024-04-05,360,Active,104767.05
C10891,Customer 0892,Pune,SMB,Referral,2025-09-01,227,Active,14847.86
C10892,Customer 0893,Mumbai,Enterprise,Partner,2024-06-21,391,Active,57053.2
C10893,Customer 0894,Pune,Enterprise,Paid Search,2024-07-31,727,Active,151023.66
C10894,Customer 0895,Ahmedabad,Enterprise,Partner,2026-01-01,268,At Risk,32650.22
C10895,Customer 0896,Chennai,SMB,Outbound,2026-01-14,22,Churned,2782.04
C10896,Customer 0897,Hyderabad,Mid-Market,Referral,2025-10-10,829,Active,146436.87
C10897,Customer 0898,Delhi NCR,SMB,Event,2024-09-20,170,Active,14431.31
C10898,Customer 0899,Hyderabad,SMB,Partner,2025-05-07,514,Active,62558.39
C10899,Customer 0900,Delhi NCR,Enterprise,Paid Search,2024-06-19,681,Active,235949.97
C10900,Customer 0901,Hyderabad,Mid-Market,Organic,2025-12-30,236,Active,35777.17
C10901,Customer 0902,Pune,Mid-Market,Event,2024-03-13,292,Active,43349.09
C10902,Customer 0903,Mumbai,SMB,Referral,2025-09-24,242,Active,24238.96
C10903,Customer 0904,Bengaluru,Mid-Market,Referral,2025-03-10,131,Active,16507.83
C10904,Customer 0905,Hyderabad,Mid-Market,Paid Search,2025-10-05,134,Active,13842.88
C10905,Customer 0906,Ahmedabad,SMB,Partner,2025-01-18,162,Active,21742.45
C10906,Customer 0907,Kochi,Enterprise,Event,2024-05-14,392,Active,75005.19
C10907,Customer 0908,Kochi,SMB,Paid Search,2025-09-30,453,Churned,33734.78
C10908,Customer 0909,Hyderabad,SMB,Outbound,2025-06-20,18,Active,922.18
C10909,Customer 0910,Mumbai,Mid-Market,Organic,2025-01-29,720,Active,163965.38
C10910,Customer 0911,Ahmedabad,Enterprise,Partner,2024-11-12,576,Active,61563.03
C10911,Customer 0912,Chennai,SMB,Outbound,2024-10-19,64,Active,10613.03
C10912,Customer 0913,Bengaluru,SMB,Organic,2025-02-12,717,Churned,78348.6
C10913,Customer 0914,Bengaluru,SMB,Organic,2024-08-10,30,At Risk,4053.12
C10914,Customer 0915,Mumbai,Enterprise,Outbound,2024-08-28,478,Active,83286.56
C10915,Customer 0916,Ahmedabad,SMB,Partner,2024-08-24,398,Active,24505.72
C10916,Customer 0917,Bengaluru,SMB,Partner,2024-01-11,429,Active,56183.49
C10917,Customer 0918,Ahmedabad,Enterprise,Referral,2026-02-27,812,Active,225369.43
C10918,Customer 0919,Pune,SMB,Partner,2024-07-20,788,Active,56966.54
C10919,Customer 0920,Ahmedabad,Mid-Market,Organic,2024-05-20,240,Active,31171.67
C10920,Customer 0921,Kochi,SMB,Organic,2024-05-08,494,Active,48374.84
C10921,Customer 0922,Mumbai,Mid-Market,Organic,2026-04-19,815,Active,79324.43
C10922,Customer 0923,Kochi,SMB,Organic,2025-02-09,620,Active,78632.3
C10923,Customer 0924,Bengaluru,SMB,Outbound,2024-10-04,755,Active,47238.07
C10924,Customer 0925,Mumbai,SMB,Partner,2024-12-09,372,Active,46977.17
C10925,Customer 0926,Bengaluru,Mid-Market,Organic,2024-03-16,244,Active,19187.82
C10926,Customer 0927,Bengaluru,Mid-Market,Organic,2024-09-23,436,Active,55209.87
C10927,Customer 0928,Hyderabad,SMB,Paid Search,2024-07-30,695,Active,60575.38
C10928,Customer 0929,Bengaluru,SMB,Event,2025-11-13,789,Active,77151.53
C10929,Customer 0930,Hyderabad,Enterprise,Paid Search,2024-02-19,584,Active,137252.11
C10930,Customer 0931,Delhi NCR,SMB,Organic,2024-12-27,602,At Risk,93438.98
C10931,Customer 0932,Hyderabad,SMB,Partner,2025-11-02,437,At Risk,45150.33
C10932,Customer 0933,Hyderabad,Mid-Market,Paid Search,2025-12-09,275,Active,51318.49
C10933,Customer 0934,Ahmedabad,SMB,Partner,2025-03-11,362,Active,28600.91
C10934,Customer 0935,Hyderabad,SMB,Event,2024-07-08,425,Active,43861.02
C10935,Customer 0936,Hyderabad,SMB,Outbound,2024-10-13,694,Active,49723.38
C10936,Customer 0937,Hyderabad,SMB,Paid Search,2024-07-07,474,Active,48236.7
C10937,Customer 0938,Bengaluru,Mid-Market,Event,2025-07-16,675,Active,132651.29
C10938,Customer 0939,Chennai,Mid-Market,Partner,2024-09-05,28,Active,5996.0
C10939,Customer 0940,Kochi,Mid-Market,Organic,2025-06-20,644,Active,124469.05
C10940,Customer 0941,Pune,SMB,Event,2025-07-11,433,Active,60073.38
C10941,Customer 0942,,Mid-Market,Event,2026-03-09,848,Active,80907.29
C10942,Customer 0943,Hyderabad,SMB,Partner,2024-11-10,403,Active,25996.89
C10943,Customer 0944,Kochi,Mid-Market,Referral,2026-03-28,409,Active,95892.99
C10944,Customer 0945,Hyderabad,SMB,Partner,2024-12-06,112,Active,8381.05
C10945,Customer 0946,Pune,Mid-Market,Referral,2025-08-01,686,Active,73472.52
