ticket_id,customer_id,opened_date,category,priority,channel,assigned_department,status,resolution_hours,csat
ST70628,C10171,2025-11-27,Installation,Medium,Portal,Customer Success,Resolved,11.89,5.0
ST70629,C10552,2025-10-08,Hardware,Medium,Portal,Customer Success,Resolved,6.71,4.3
ST70630,C10778,2025-03-06,Connectivity,Low,Phone,Engineering,Resolved,18.29,2.6
ST70631,C10325,2026-07-17,Billing,Medium,Chat,Customer Success,Pending Customer,36.38,4.2
ST70632,C10341,2026-06-28,Training,Medium,Portal,Support,Pending Customer,11.62,3.7
ST70633,C10009,2026-03-17,Hardware,Medium,Email,Customer Success,Resolved,20.69,5.0
ST70634,C10323,2026-04-15,Connectivity ,Medium,Email,Customer Success,Pending Customer,15.78,4.8
ST70635,C10586,2025-11-14,Billing,Medium,Email,Support,Resolved,24.03,2.9
ST70636,C10971,2026-04-12,Training,High,Portal,Support,Resolved,14.79,5.0
ST70637,C10525,2025-11-03,Software,Medium,Chat,Customer Success,Resolved,10.34,4.8
ST70638,C10290,2025-04-07,Software,Medium,Portal,Support,Resolved,12.11,3.9
ST70639,C10811,2025-04-08,Connectivity,Medium,Portal,Support,Escalated,35.47,4.0
ST70640,C10187,2026-05-11,Software,Medium,Phone,Support,Resolved,17.24,5.0
ST70641,C10187,2025-09-16,Billing,Low,Phone,Support,Open,16.84,2.6
ST70642,C10521,2026-02-28,Training,Medium,Portal,Engineering,Resolved,34.76,4.4
ST70643,C10815,2025-03-26,Hardware,Low,Email,Support,Pending Customer,38.96,4.9
ST70644,C10212,2025-09-17,Hardware,High,Email,Customer Success,Resolved,1.88,4.0
ST70645,C10015,2025-02-18,Software,High,Email,Customer Success,Pending Customer,5.2,4.6
ST70646,C10723,2025-05-09,Installation,Medium,Email,Support,Resolved,28.36,4.2
ST70647,C10587,2025-03-05,Connectivity,High,Portal,Support,Pending Customer,17.81,3.5
ST70648,C10685,2025-05-01,Billing,Medium,Phone,Support,Resolved,39.05,3.5
ST70649,C10396,2025-12-18,Performance,Low,Phone,Support,Resolved,3.96,4.6
ST70650,C10118,2025-01-04,Connectivity,Medium,Chat,Support,Escalated,19.64,3.6
ST70651,C10331,2025-04-23,Installation,Critical,Portal,Support,Resolved,24.87,3.0
ST70652,C10469,2026-02-05,Installation,Low,Phone,Customer Success,Pending Customer,13.27,4.2
ST70653,C10433,2025-03-28,Performance,Low,Chat,Support,Resolved,27.3,3.7
ST70654,C10889,2025-11-19,Billing,Medium,Email,Support,Resolved,28.73,3.2
ST70655,C10223,2026-05-18,Installation,Medium,Chat,Support,Pending Customer,15.92,4.2
ST70656,C10311,2026-03-29,Billing,Medium,Email,Engineering,Pending Customer,15.15,4.7
ST70657,C10183,2025-03-12,Billing,Medium,Phone,Support,Resolved,30.59,4.1
ST70658,C10570,2025-03-27,Installation,High,Chat,Customer Success,Resolved,19.38,3.3
ST70659,C10805,2026-02-14,Performance,Low,Portal,Support,Pending Customer,23.73,4.5
ST70660,C10883,2025-07-20,Installation,Medium,Phone,Engineering,Resolved,19.32,4.9
ST70661,C10227,2025-08-30,Training,High,Phone,Support,Escalated,18.65,5.0
ST70662,C10429,2025-10-04,Training,Medium,Phone,Support,Resolved,15.12,5.0
ST70663,C10736,2025-12-02,Software,Medium,Phone,Support,Resolved,24.8,3.3
ST70664,C10045,2025-09-18,Installation,Low,Chat,Support,Open,8.8,4.7
ST70665,C10711,2025-01-14,Training,Low,Email,Customer Success,Resolved,4.16,4.3
ST70666,C10134,2025-02-24,Connectivity,Medium,Portal,Support,Resolved,16.82,3.2
ST70667,C10033,2025-01-01,Connectivity,Medium,Chat,Support,Resolved,39.43,4.3
ST70668,C10113,2025-06-03,Billing,Medium,Portal,Support,Escalated,19.41,5.0
ST70669,C10881,2026-04-20,Training,Medium,Portal,Customer Success,Resolved,14.12,5.0
ST70670,C10680,2026-07-18,Software,High,Phone,Engineering,Escalated,12.81,3.3
ST70671,C10789,2025-10-03,Billing,High,Chat,Support,Resolved,12.18,4.1
ST70672,C10690,2025-01-16,Connectivity,Low,Portal,Engineering,Resolved,0.94,4.5
ST70673,C10796,2025-02-11,Training,Low,Chat,Customer Success,Resolved,35.97,2.8
ST70674,C10496,2026-04-18,Performance,High,Phone,Support,Resolved,11.26,2.8
ST70675,C10809,2025-07-19,Performance,Medium,Email,Support,Resolved,17.04,4.2
ST70676,C10056,2026-05-27,Installation,Medium,Chat,Support,Resolved,13.51,4.2
ST70677,C10582,2025-10-21,Performance,Low,Portal,Support,Resolved,9.84,2.7
ST70678,C10755,2026-05-25,Hardware,Medium,Portal,Customer Success,Open,37.17,4.4
ST70679,C10993,2025-03-20,Training,Low,Phone,Support,Resolved,6.98,4.9
ST70680,C10359,2026-05-13,Connectivity,Low,Phone,Support,Resolved,25.37,3.9
ST70681,C10179,2025-11-13,Software,Medium,Phone,Customer Success,Resolved,4.77,4.1
ST70682,C10720,2025-09-11,Billing,Medium,Email,Support,Resolved,15.21,4.5
ST70683,C10072,2025-11-03,Hardware,Low,Chat,Engineering,Open,33.87,4.4
ST70684,C10776,2025-07-09,Billing,Medium,Portal,Customer Success,Pending Customer,11.8,2.8
ST70685,C10704,2025-12-16,Connectivity,Medium,Email,Support,Pending Customer,23.89,3.4
ST70686,C10691,2026-03-23,Connectivity,Medium,Phone,Support,Resolved,11.39,3.8
ST70687,C10293,2026-04-15,Performance,Medium,Phone,Support,Resolved,13.24,3.5
ST70688,C10120,2026-07-22,Software,Low,Email,Engineering,Pending Customer,27.66,5.0
ST70689,C10608,2025-08-28,Software,Medium,Chat,Support,Escalated,24.25,4.6
ST70690,C10362,2026-03-22,Billing,High,Phone,Engineering,Resolved,39.71,3.3
ST70691,C10391,2026-05-31,Hardware,Low,Chat,Engineering,Resolved,11.76,3.9
ST70692,C10187,2025-01-11,Hardware,High,Phone,Support,Open,21.28,4.9
ST70693,C10333,2025-10-03,Training,Low,Email,Customer Success,Escalated,17.73,3.6
ST70694,C10831,2026-02-11,Billing,Medium,Email,Support,Resolved,21.69,4.7
ST70695,C10893,2025-09-23,Installation,Medium,Chat,Support,Resolved,32.19,5.0
ST70696,C10348,2025-02-28,Hardware,High,Phone,Engineering,Pending Customer,10.22,
ST70697,C10142,2026-01-16,Training,Low,Email,Support,Open,20.7,4.2
ST70698,C10033,2025-08-24,Training,Low,Email,Engineering,Resolved,36.89,5.0
ST70699,C10188,2025-12-25,Training,Medium,Phone,Customer Success,Resolved,17.75,3.7
