transaction_id,customer_id,product_id,transaction_date,quantity,discount_pct,payment_status,sales_channel,gross_revenue,discount_amount,net_revenue,estimated_cost,estimated_margin
T51120,C10752,P1144,2026-04-07,23,0.0,Pending,Partner,30224.99,0.0,30224.99,26282.56,3942.43
T51121,C10612,P1085,2026-05-28,6,0.0,Failed,Direct,7703.16,0.0,7703.16,1462.26,6240.9
T51122,C10871,P1342,2025-02-24,6,0.0,Paid,Direct,10716.6,0.0,10716.6,5470.92,5245.68
T51123,C10038,P1131,2025-10-08,21,0.05,Paid,Direct,39886.56,1994.33,37892.23,10737.3,27154.93
T51124,C10699,P1095,2026-07-07,9,0.05,Pending,Partner,15691.95,784.6,14907.35,1278.36,13628.99
T51125,C10127,P1247,2026-04-17,8,0.1,Paid,Direct,10879.2,1087.92,9791.28,688.64,9102.64
T51126,C10897,P1168,2025-09-21,24,0.15,Paid,Direct,20559.84,3083.98,17475.86,17878.08,-402.22
T51127,C10499,P1195,2025-02-10,28,0.0,Paid,Direct,33630.8,0.0,33630.8,26153.12,7477.68
T51128,C10090,P1226,2025-06-13,17,0.05,Paid,Online,21674.15,1083.71,20590.44,18847.05,1743.39
T51129,C10746,P1129,2025-11-28,25,0.0,Paid,Partner,47455.0,0.0,47455.0,26012.0,21443.0
T51130,C10749,P1053,2026-01-08,25,0.02,Pending,Direct,47326.5,946.53,46379.97,19751.25,26628.72
T51131,C10464,P1058,2026-06-21,18,0.02,Paid,Online,17406.54,348.13,17058.41,13456.26,3602.15
T51132,C10310,P1328,2025-02-23,25,0.0,Paid,Partner,50519.75,0.0,50519.75,16101.75,34418.0
T51133,C10017,P1176,2025-08-18,1,0.0,Paid,Partner,811.11,0.0,811.11,271.85,539.26
T51134,C10907,P1145,2025-06-07,2,0.0,Pending,Direct,2544.52,0.0,2544.52,2212.62,331.9
T51135,C10184,P1111,2026-07-11,26,0.0,Paid,Direct,39893.88,0.0,39893.88,3514.16,36379.72
T51136,C10842,P1252,2025-04-07,5,0.15,Pending,Partner,5930.2,889.53,5040.67,5156.7,-116.03
T51137,C10588,P1319,2025-05-08,22,0.0,Paid,Direct,24336.62,0.0,24336.62,21162.24,3174.38
T51138,C10685,P1269,2025-06-22,13,0.02,Paid,Direct,5729.62,114.59,5615.03,4982.25,632.78
T51139,C10694,P1187,2025-03-03,23,0.2,Pending,Direct,41860.23,8372.05,33488.18,4856.68,28631.5
T51140,C10858,P1166,2026-01-09,20,0.05,Paid,Direct,39776.8,1988.84,37787.96,23079.0,14708.96
T51141,C10033,P1303,2025-11-01,3,0.02,Pending,Partner,5824.41,116.49,5707.92,2372.34,3335.58
T51142,C10991,P1299,2025-11-20,10,0.15,Paid,Direct,18643.0,2796.45,15846.55,3914.4,11932.15
T51143,C10043,P1136,2026-06-11,21,0.0,Paid,Partner,41316.24,0.0,41316.24,11485.32,29830.92
T51144,C10999,P1337,2025-09-09,27,0.0,Paid,Partner,47386.89,0.0,47386.89,3840.48,43546.41
T51145,C10261,P1289,2025-06-30,24,0.02,Pending,Direct,20075.76,401.52,19674.24,17457.12,2217.12
T51146,C10845,P1296,2025-08-06,26,0.02,Paid,Direct,35590.36,711.81,34878.55,15887.82,18990.73
T51147,C10083,P1019,2026-04-10,28,0.1,Paid,Direct,12327.56,1232.76,11094.8,7047.04,4047.76
T51148,C10460,P1045,2025-11-03,26,0.0,Paid,Direct,21939.84,0.0,21939.84,10843.56,11096.28
T51149,C10541,P1104,2025-04-09,17,0.05,Refunded,Partner,30501.74,1525.09,28976.65,17565.59,11411.06
T51150,C10954,P1266,2026-02-05,10,0.05,Pending,Partner,9987.5,499.38,9488.12,2538.4,6949.72
T51151,C10123,P1027,2026-03-09,15,0.2,Pending,Online,11054.25,2210.85,8843.4,9612.45,-769.05
T51152,C10036,P1029,2025-05-25,24,0.0,Paid,Online,5796.72,0.0,5796.72,2294.64,3502.08
T51153,C10648,P1011,2025-11-20,13,0.0,Paid,Direct,15943.59,0.0,15943.59,6480.5,9463.09
T51154,C10049,P1067,2025-11-23,25,0.15,Pending,Partner,19511.25,2926.69,16584.56,8514.0,8070.56
T51155,C10777,P1321,2025-04-12,21,0.05,Pending,Direct,20154.96,1007.75,19147.21,11826.99,7320.22
T51156,C10038,P1252,2025-01-06,7,0.0,Pending,Direct,8302.28,0.0,8302.28,7219.38,1082.9
T51157,C10970,P1250,2026-02-21,27,0.0,Pending,Direct,51284.07,0.0,51284.07,26396.82,24887.25
T51158,C10532,P1102,2025-12-23,25,0.1,Pending,Direct,18545.75,1854.58,16691.17,16126.75,564.42
T51159,C10948,P1218,2026-02-18,18,0.05,Paid,Partner,17562.42,878.12,16684.3,15271.74,1412.56
T51160,C10126,P1272,2025-08-07,6,0.05,Paid,Partner,5278.02,263.9,5014.12,4589.58,424.54
T51161,C10273,P1186,2025-10-26,7,0.15,Refunded,Direct,10730.44,1609.57,9120.87,1498.7,7622.17
T51162,C10454,P1299,2026-07-24,25,0.0,Paid,Direct,46607.5,0.0,46607.5,9786.0,36821.5
T51163,C10029,P1199,2025-05-11,1,0.0,Paid,Partner,361.16,0.0,361.16,256.53,104.63
T51164,C10102,P1113,2026-01-14,15,0.05,Paid,Partner,26041.95,1302.1,24739.85,9999.0,14740.85
T51165,C10329,P1223,2025-03-18,18,0.15,Paid,Partner,31503.42,4725.51,26777.91,10684.26,16093.65
T51166,C10737,P1330,2025-02-08,7,0.0,Pending,Direct,7855.61,0.0,7855.61,6830.95,1024.66
T51167,C10708,P1289,2026-07-10,26,0.05,Pending,Direct,21748.74,1087.44,20661.3,18911.88,1749.42
T51168,C10086,P1174,2025-03-17,16,0.0,Paid,Partner,12219.84,0.0,12219.84,2983.36,9236.48
T51169,C10059,P1208,2026-01-16,2,0.0,Paid,Partner,1876.46,0.0,1876.46,1233.78,642.68
T51170,C10656,P1341,2025-10-26,10,0.15,Paid,Direct,19244.2,2886.63,16357.57,4315.6,12041.97
T51171,C10359,P1262,2026-04-15,12,0.0,Pending,Direct,9632.64,0.0,9632.64,7740.84,1891.8
T51172,C10792,P1175,2025-11-14,7,0.0,Paid,Direct,6199.41,0.0,6199.41,5390.77,808.64
T51173,C10298,P1098,2026-02-09,28,0.1,Paid,Partner,30889.6,3088.96,27800.64,20778.24,7022.4
T51174,C10362,P1317,2026-06-03,11,0.02,Paid,Direct,13381.17,267.62,13113.55,8918.03,4195.52
T51175,C10219,P1341,2026-04-27,15,0.02,Paid,Partner,28866.3,577.33,28288.97,6473.4,21815.57
T51176,C10266,P1024,2026-02-23,16,0.1,Paid,Online,16628.0,1662.8,14965.2,6840.96,8124.24
T51177,C10706,P1011,2025-04-05,7,0.0,Paid,Direct,8585.01,0.0,8585.01,3489.5,5095.51
T51178,C10471,P1040,2025-04-09,17,0.05,Paid,Direct,25906.64,1295.33,24611.31,15430.22,9181.09
T51179,C10659,P1135,2025-10-16,11,0.0,Paid,Direct,7847.29,0.0,7847.29,6767.42,1079.87
T51180,C10078,P1055,2026-01-18,1,0.0,Paid,Direct,1172.57,0.0,1172.57,237.18,935.39
T51181,C10535,P1308,2026-01-22,12,0.05,Paid,Online,18469.44,923.47,17545.97,5221.08,12324.89
T51182,C10458,P1319,2026-04-02,17,0.0,Paid,Online,18805.57,0.0,18805.57,16352.64,2452.93
T51183,C10910,P1063,2025-03-01,4,0.1,Paid,Direct,2171.16,217.12,1954.04,399.92,1554.12
T51184,C10423,P1290,2025-04-11,23,0.15,Paid,Online,45757.81,6863.67,38894.14,19866.25,19027.89
T51185,C10103,P1049,2025-03-28,20,0.1,Pending,Direct,37932.6,3793.26,34139.34,8016.4,26122.94
T51186,C10697,P1275,2025-11-10,9,0.0,Paid,Partner,14976.81,0.0,14976.81,1146.87,13829.94
T51187,C10149,P1127,2026-01-03,18,0.0,Paid,Partner,27482.58,0.0,27482.58,12247.2,15235.38
T51188,C10909,P1014,2025-03-09,9,0.15,Paid,Direct,16779.78,2516.97,14262.81,3365.64,10897.17
T51189,C10383,P1149,2026-05-19,19,0.02,Paid,Direct,26033.61,520.67,25512.94,19577.41,5935.53
T51190,C10784,P1287,2025-06-25,5,0.05,Paid,Partner,10929.1,546.46,10382.64,5697.75,4684.89
T51191,C10655,P1326,2026-01-19,18,0.1,Paid,Direct,22206.42,2220.64,19985.78,19309.86,675.92
T51192,C10464,P1042,2026-03-12,2,0.0,Paid,Online,538.24,0.0,538.24,437.2,101.04
T51193,C10584,P1292,2025-01-21,1,0.0,Paid,Direct,1303.49,0.0,1303.49,1133.47,170.02
T51194,C10182,P1102,2026-05-17,8,0.05,Paid,Direct,5934.64,296.73,5637.91,5160.56,477.35
T51195,C10074,P1162,2026-07-17,6,0.05,Failed,Online,12698.28,634.91,12063.37,5356.8,6706.57
T51196,C10766,P1038,2026-07-11,15,0.0,Paid,Direct,21855.9,0.0,21855.9,14709.3,7146.6
T51197,C10958,P1340,2025-03-22,5,0.05,Paid,Direct,10015.75,500.79,9514.96,1368.75,8146.21
T51198,C10861,P1276,2025-08-16,8,0.1,Pending,Direct,9846.24,984.62,8861.62,8561.92,299.7
T51199,C10305,P1224,2025-05-15,3,0.02,Paid,Direct,5623.41,112.47,5510.94,1726.17,3784.77
T51200,C10358,P1254,2025-09-19,26,0.0,Paid,Direct,49497.76,0.0,49497.76,25404.08,24093.68
T51201,C10358,P1305,2026-07-20,22,0.05,Paid,Direct,30845.76,1542.29,29303.47,11832.48,17470.99
T51202,C10702,P1050,2026-03-19,7,0.1,Paid,Direct,8982.12,898.21,8083.91,7810.53,273.38
T51203,C10623,P1086,2026-03-24,4,0.2,Paid,Direct,5963.64,1192.73,4770.91,4014.48,756.43
T51204,C10796,P1013,2025-09-02,25,0.0,Paid,Online,26346.5,0.0,26346.5,22910.0,3436.5
T51205,C10945,P1171,2026-06-28,20,0.15,Paid,Online,33435.0,5015.25,28419.75,22791.0,5628.75
T51206,C10392,P1172,2026-06-18,26,0.1,Paid,Direct,35386.78,3538.68,31848.1,9458.54,22389.56
T51207,C10662,P1010,2026-04-13,6,0.05,Paid,Online,5665.32,283.27,5382.05,4926.36,455.69
T51208,C10500,P1231,2026-04-18,11,0.0,Paid,Online,9108.11,0.0,9108.11,4377.78,4730.33
T51209,C10954,P1003,2026-01-14,4,0.0,Pending,Online,6931.28,0.0,6931.28,4314.72,2616.56
T51210,C10354,P1277,2025-02-25,13,0.02,Paid,Partner,25669.02,513.38,25155.64,11371.49,13784.15
T51211,C10187,P1246,2025-06-15,5,0.0,Paid,Direct,6584.4,0.0,6584.4,602.5,5981.9
T51212,C10378,P1285,2026-03-22,1,0.0,Refunded,Direct,829.26,0.0,829.26,721.1,108.16
T51213,C10618,P1041,2025-07-09,15,0.15,Failed,Online,25709.25,3856.39,21852.86,3401.7,18451.16
T51214,C10953,P1304,2025-04-10,29,0.0,Paid,Direct,19430.29,0.0,19430.29,15695.67,3734.62
T51215,C10828,P1191,2026-07-04,19,0.15,Paid,Online,24746.55,3711.98,21034.57,17997.56,3037.01
T51216,C10018,P1302,2025-10-11,22,0.02,Paid,Partner,19337.12,386.74,18950.38,16814.82,2135.56
T51217,C10509,P1243,2026-05-15,24,0.1,Failed,Direct,9042.96,904.3,8138.66,7247.76,890.9
T51218,C10159,P1229,2025-06-14,29,0.0,Paid,Direct,44969.72,0.0,44969.72,34703.72,10266.0
T51219,C10362,P1011,2025-07-28,4,0.05,Paid,Online,4905.72,245.29,4660.43,1994.0,2666.43
T51220,C10943,P1242,2025-07-19,8,0.05,Paid,Direct,8739.84,436.99,8302.85,7599.84,703.01
T51221,C10984,P1157,2025-08-05,18,0.15,Paid,Partner,17764.2,2664.63,15099.57,15447.06,-347.49
T51222,C10153,P1297,2025-09-11,24,0.0,Paid,Online,18102.0,0.0,18102.0,5124.48,12977.52
T51223,C10140,P1239,2025-06-22,23,0.0,Paid,Direct,46772.57,0.0,46772.57,2587.04,44185.53
T51224,C10696,P1026,2026-04-18,22,0.15,Paid,Direct,29561.84,4434.28,25127.56,25705.9,-578.34
T51225,C10410,P1311,2025-07-09,10,0.0,Paid,Direct,17047.7,0.0,17047.7,6110.3,10937.4
T51226,C10432,P1022,2025-09-14,11,0.05,Pending,Partner,13402.84,670.14,12732.7,11654.61,1078.09
T51227,C10873,P1104,2026-05-15,3,0.0,Paid,Direct,5382.66,0.0,5382.66,3099.81,2282.85
T51228,C10920,P1075,2025-09-11,10,0.0,Paid,Direct,11288.9,0.0,11288.9,8101.6,3187.3
T51229,C10900,P1340,2025-01-07,5,0.05,Paid,Direct,10015.75,500.79,9514.96,1368.75,8146.21
T51230,C10782,P1053,2025-01-01,28,0.05,Paid,Direct,53005.68,2650.28,50355.4,22121.4,28234.0
T51231,C10980,P1295,2025-09-10,3,0.05,Paid,Direct,1837.2,91.86,1745.34,1597.56,147.78
T51232,C10719,P1077,2026-01-12,11,0.02,Paid,Direct,22020.02,440.4,21579.62,6471.96,15107.66
T51233,C10884,P1227,2026-07-01,26,0.05,Paid,Partner,28556.06,1427.8,27128.26,24831.3,2296.96
T51234,C10540,P1031,2025-03-17,28,0.2,Paid,Direct,20964.16,4192.83,16771.33,6373.92,10397.41
T51235,C10050,P1137,2025-11-11,11,0.0,Paid,Partner,5880.27,0.0,5880.27,3745.28,2134.99
T51236,C10816,P1218,2025-06-17,14,0.0,Paid,Online,13659.66,0.0,13659.66,11878.02,1781.64
T51237,C10929,P1248,2025-09-19,16,0.0,Paid,Partner,30261.44,0.0,30261.44,2205.76,28055.68
T51238,C10312,P1305,2025-09-14,24,0.1,Paid,Partner,33649.92,3364.99,30284.93,12908.16,17376.77
T51239,C10428,P1285,2025-07-01,23,0.0,Paid,Direct,19072.98,0.0,19072.98,16585.3,2487.68
T51240,C10572,P1181,2025-01-11,16,0.05,Paid,Partner,28376.8,1418.84,26957.96,14969.44,11988.52
T51241,C10651,P1106,2025-02-12,11,0.02,Failed,Direct,20199.3,403.99,19795.31,3116.08,16679.23
T51242,C10674,P1091,2025-10-30,11,0.05,Paid,Direct,18562.17,928.11,17634.06,4387.79,13246.27
T51243,C10394,P1347,2025-05-11,19,0.1,Paid,Partner,40990.79,4099.08,36891.71,4788.95,32102.76
T51244,C10854,P1212,2025-07-09,25,0.02,Paid,Direct,32928.5,658.57,32269.93,28633.5,3636.43
T51245,C10813,P1318,2025-02-22,3,0.02,Paid,Direct,2958.96,59.18,2899.78,1302.48,1597.3
T51246,C10942,P1151,2025-01-29,23,0.0,Failed,Partner,46606.28,0.0,46606.28,22561.16,24045.12
T51247,C10575,P1169,2025-03-15,14,0.02,Failed,Direct,28190.12,563.8,27626.32,13391.56,14234.76
T51248,C10077,P1289,2025-08-07,5,0.0,Paid,Direct,4182.45,0.0,4182.45,3636.9,545.55
T51249,C10845,P1252,2025-04-05,3,0.1,Failed,Direct,3558.12,355.81,3202.31,3094.02,108.29
T51250,C10079,P1070,2025-05-15,10,0.02,Paid,Direct,12096.5,241.93,11854.57,10518.7,1335.87
T51251,C10193,P1183,2025-06-25,8,0.0,Refunded,Direct,8389.52,0.0,8389.52,5049.68,3339.84
T51252,C10285,P1074,2025-06-18,4,0.0,Pending,Direct,5686.92,0.0,5686.92,2227.96,3458.96
T51253,C10184,P1266,2025-01-07,9,0.02,Paid,Direct,8988.75,179.78,8808.97,2284.56,6524.41
T51254,C10723,P1010,2025-03-10,25,0.15,Paid,Partner,23605.5,3540.82,20064.68,20526.5,-461.82
T51255,C10440,P1289,2026-07-06,21,0.0,Paid,Online,17566.29,0.0,17566.29,15274.98,2291.31
T51256,C10219,P1325,2026-01-23,7,0.0,Paid,Partner,7286.16,0.0,7286.16,6335.77,950.39
T51257,C10004,P1008,2025-03-13,20,0.02,Paid,Direct,29276.4,585.53,28690.87,8676.8,20014.07
T51258,C10216,P1220,2025-06-14,14,0.2,Paid,Partner,16148.72,3229.74,12918.98,8243.76,4675.22
T51259,C10692,P1027,2025-08-11,22,0.1,Paid,Online,16212.9,1621.29,14591.61,14098.26,493.35
T51260,C10794,P1126,2026-06-10,8,0.0,Paid,Online,15888.4,0.0,15888.4,1845.6,14042.8
T51261,C10296,P1117,2026-05-26,2,0.05,Paid,Direct,2566.38,128.32,2438.06,2231.64,206.42
T51262,C10073,P1181,2026-03-23,10,0.1,Paid,Direct,17735.5,1773.55,15961.95,9355.9,6606.05
T51263,C10557,P1321,2025-03-03,29,0.1,Paid,Direct,27833.04,2783.3,25049.74,16332.51,8717.23
T51264,C10782,P1161,2025-10-12,17,0.02,Paid,Partner,17200.26,344.01,16856.25,3170.67,13685.58
T51265,C10070,P1139,2025-10-08,2,0.05,Paid,Direct,1701.9,85.1,1616.8,980.72,636.08
T51266,C10795,P1032,2026-01-05,29,0.05,Paid,Online,33492.1,1674.6,31817.5,24330.42,7487.08
T51267,C10170,P1310,2026-05-05,24,0.0,Paid,Direct,31493.28,0.0,31493.28,13166.64,18326.64
T51268,C10257,P1110,2025-07-06,16,0.0,Paid,Partner,10050.24,0.0,10050.24,8739.36,1310.88
T51269,C10622,P1161,2025-11-20,22,0.02,Paid,Direct,22259.16,445.18,21813.98,4103.22,17710.76
T51270,C10051,P1032,2025-06-03,6,0.0,Paid,Direct,6929.4,0.0,6929.4,5033.88,1895.52
T51271,C10305,P1101,2025-05-02,18,0.02,Paid,Direct,31986.9,639.74,31347.16,7850.7,23496.46
T51272,C10138,P1193,2025-07-01,27,0.1,Paid,Partner,40189.23,4018.92,36170.31,12249.09,23921.22
T51273,C10214,P1315,2026-03-03,13,0.1,Pending,Direct,12950.34,1295.03,11655.31,11261.12,394.19
T51274,C10773,P1115,2025-09-11,2,0.0,Paid,Direct,3331.66,0.0,3331.66,2026.94,1304.72
T51275,C10228,P1196,2026-01-31,22,0.0,Pending,Partner,22826.98,0.0,22826.98,8426.0,14400.98
T51276,C10043,P1306,2026-02-05,22,0.05,Paid,Online,28264.72,1413.24,26851.48,7122.28,19729.2
T51277,C10214,P1126,2025-07-30,22,0.02,Paid,Partner,43693.1,873.86,42819.24,5075.4,37743.84
T51278,C10086,P1103,2026-07-08,19,0.0,Paid,Partner,24485.3,0.0,24485.3,20140.19,4345.11
T51279,C10622,P1015,2025-01-27,4,0.1,Paid,Direct,8710.88,871.09,7839.79,4516.92,3322.87
T51280,C10972,P1317,2026-06-05,4,0.0,Paid,Online,4865.88,0.0,4865.88,3242.92,1622.96
T51281,C10167,P1038,2025-01-05,23,0.0,Pending,Direct,33512.38,0.0,33512.38,22554.26,10958.12
T51282,C10728,P1075,2025-08-10,25,0.05,Paid,Online,28222.25,1411.11,26811.14,20254.0,6557.14
T51283,C10362,P1048,2026-04-24,3,0.05,Paid,Partner,5177.07,258.85,4918.22,3450.9,1467.32
T51284,C10071,P1247,2026-02-01,17,0.02,Refunded,Direct,23118.3,462.37,22655.93,1463.36,21192.57
T51285,C10687,P1127,2025-07-06,15,0.05,Paid,Direct,22902.15,1145.11,21757.04,10206.0,11551.04
T51286,C10209,P1246,2026-05-29,11,0.15,Paid,Partner,14485.68,2172.85,12312.83,1325.5,10987.33
T51287,C10513,P1212,2025-03-21,19,0.0,Pending,Partner,25025.66,0.0,25025.66,21761.46,3264.2
T51288,C10507,P1005,2026-01-25,27,0.05,Paid,Partner,42112.17,2105.61,40006.56,29097.63,10908.93
T51289,C10597,P1107,2025-10-28,24,0.0,Paid,Online,9526.08,0.0,9526.08,8283.6,1242.48
T51290,C10134,P1001,2025-05-01,5,0.02,Paid,Direct,10573.9,211.48,10362.42,2836.55,7525.87
T51291,C10250,P1022,2026-06-19,14,0.02,Paid,Direct,17058.16,341.16,16717.0,14833.14,1883.86
T51292,C10737,P1165,2026-03-20,28,0.02,Paid,Partner,20532.68,410.65,20122.03,6549.2,13572.83
T51293,C10932,P1092,2025-01-05,7,0.0,Paid,Direct,6022.17,0.0,6022.17,1764.35,4257.82
T51294,C10011,P1031,2025-02-20,25,0.1,Paid,Partner,18718.0,1871.8,16846.2,5691.0,11155.2
T51295,C10413,P1143,2025-02-02,15,0.02,Paid,Online,11363.1,227.26,11135.84,6187.5,4948.34
T51296,C10881,P1158,2025-08-29,16,0.15,Failed,Direct,19209.76,2881.46,16328.3,16704.16,-375.86
T51297,C10286,P1347,2025-08-30,8,0.02,Paid,Partner,17259.28,345.19,16914.09,2016.4,14897.69
T51298,C10447,P1231,2026-02-24,27,0.1,Paid,Partner,22356.27,2235.63,20120.64,10745.46,9375.18
T51299,C10904,P1137,2026-01-28,16,0.02,Paid,Direct,8553.12,171.06,8382.06,5447.68,2934.38
T51300,C10968,P1165,2025-01-09,17,0.02,Paid,Partner,12466.27,249.33,12216.94,3976.3,8240.64
T51301,C10655,P1031,2025-10-04,14,0.05,Paid,Partner,10482.08,524.1,9957.98,3186.96,6771.02
T51302,C10694,P1135,2026-04-01,3,0.1,Paid,Direct,2140.17,214.02,1926.15,1845.66,80.49
T51303,C10613,P1203,2026-06-05,23,0.02,Paid,Direct,24908.77,498.18,24410.59,11714.36,12696.23
T51304,C10283,P1007,2025-06-19,10,0.02,Paid,Direct,9450.8,189.02,9261.78,6611.2,2650.58
T51305,C10886,P1321,2025-01-26,7,0.05,Paid,Partner,6718.32,335.92,6382.4,3942.33,2440.07
T51306,C10034,P1180,2025-03-30,23,0.05,Paid,Direct,29924.15,1496.21,28427.94,15303.05,13124.89
T51307,C10058,P1275,2025-07-17,6,0.02,Pending,Direct,9984.54,199.69,9784.85,764.58,9020.27
T51308,C10601,P1096,2025-09-15,20,0.1,Paid,Online,23077.6,2307.76,20769.84,5512.0,15257.84
T51309,C10837,P1292,2025-07-23,14,0.02,Paid,Partner,18248.86,364.98,17883.88,15868.58,2015.3
T51310,C10814,P1128,2025-02-22,24,0.02,Paid,Partner,18103.68,362.07,17741.61,15742.32,1999.29
T51311,C10677,P1324,2025-07-17,2,0.05,Paid,Online,4242.36,212.12,4030.24,1308.54,2721.7
T51312,C10376,P1182,2025-06-18,23,0.2,Paid,Direct,40407.32,8081.46,32325.86,22428.45,9897.41
T51313,C10359,P1222,2025-10-10,7,0.0,Paid,Direct,7239.54,0.0,7239.54,2875.6,4363.94
T51314,C10425,P1071,2025-02-15,26,0.0,Paid,Partner,41371.72,0.0,41371.72,19642.48,21729.24
T51315,C10256,P1348,2026-04-04,11,0.0,Paid,Direct,10154.65,0.0,10154.65,8282.34,1872.31
T51316,C10419,P1067,2025-08-30,1,0.05,Paid,Direct,780.45,39.02,741.43,340.56,400.87
T51317,C10104,P1011,2025-07-04,15,0.02,Paid,Partner,18396.45,367.93,18028.52,7477.5,10551.02
T51318,C10319,P1153,2026-06-10,2,0.02,Paid,Direct,1814.4,36.29,1778.11,1577.74,200.37
T51319,C10941,P1292,2026-03-08,8,0.0,Paid,Direct,10427.92,0.0,10427.92,9067.76,1360.16
T51320,C10706,P1322,2025-03-21,21,0.15,Paid,Partner,32535.09,4880.26,27654.83,16403.73,11251.1
T51321,C10141,P1299,2025-03-26,17,0.02,Paid,Partner,31693.1,633.86,31059.24,6654.48,24404.76
T51322,C10286,P1193,2025-01-02,21,0.05,Paid,Direct,31258.29,1562.91,29695.38,9527.07,20168.31
T51323,C10259,P1320,2025-11-22,26,0.0,Paid,Direct,51318.8,0.0,51318.8,18071.04,33247.76
T51324,C10281,P1172,2025-07-25,14,0.0,Paid,Online,19054.42,0.0,19054.42,5093.06,13961.36
T51325,C10691,P1167,2025-08-06,16,0.0,Paid,Online,17976.64,0.0,17976.64,15631.84,2344.8
T51326,C10895,P1063,2025-10-23,2,0.02,Paid,Direct,1085.58,21.71,1063.87,199.96,863.91
T51327,C10710,P1275,2025-11-09,9,0.02,Paid,Direct,14976.81,299.54,14677.27,1146.87,13530.4
T51328,C10488,P1110,2025-01-01,22,0.0,Paid,Partner,13819.08,0.0,13819.08,12016.62,1802.46
T51329,C10160,P1068,2025-03-04,2,0.0,Paid,Direct,2753.76,0.0,2753.76,1348.92,1404.84
T51330,C10142,P1129,2026-04-03,11,0.0,Paid,Direct,20880.2,0.0,20880.2,11445.28,9434.92
T51331,C10814,P1211,2026-07-08,4,0.02,Pending,Direct,4065.88,81.32,3984.56,3535.56,449.0
T51332,C10677,P1094,2026-05-01,25,0.0,Paid,Direct,5848.5,0.0,5848.5,2592.25,3256.25
T51333,C10510,P1125,2026-06-10,17,0.0,Paid,Direct,18620.95,0.0,18620.95,16192.16,2428.79
T51334,C10577,P1115,2025-09-26,19,0.0,Paid,Direct,31650.77,0.0,31650.77,19255.93,12394.84
T51335,C10848,P1208,2026-04-25,20,0.05,Failed,Partner,18764.6,938.23,17826.37,12337.8,5488.57
T51336,C10813,P1249,2026-05-27,7,0.15,Paid,Direct,6107.08,916.06,5191.02,5310.48,-119.46
T51337,C10087,P1236,2026-06-02,2,0.05,Paid,Direct,1858.72,92.94,1765.78,1616.28,149.5
T51338,C10395,P1049,2025-03-28,12,0.0,Paid,Direct,22759.56,0.0,22759.56,4809.84,17949.72
T51339,C10042,P1121,2025-03-27,6,0.2,Paid,Online,8122.14,1624.43,6497.71,7062.72,-565.01
T51340,C10384,P1226,2025-08-22,10,0.2,Paid,Direct,12749.5,2549.9,10199.6,11086.5,-886.9
T51341,C10636,P1075,2025-10-20,10,0.02,Pending,Direct,11288.9,225.78,11063.12,8101.6,2961.52
T51342,C10208,P1024,2026-07-10,23,0.0,Paid,Partner,23902.75,0.0,23902.75,9833.88,14068.87
T51343,C10150,P1112,2025-07-04,10,0.05,Failed,Partner,16121.8,806.09,15315.71,4984.5,10331.21
T51344,C10490,P1237,2026-04-28,5,0.2,Pending,Partner,1235.6,247.12,988.48,906.45,82.03
T51345,C10524,P1232,2026-05-30,28,0.1,Failed,Direct,57604.12,5760.41,51843.71,28484.96,23358.75
T51346,C10714,P1045,2026-07-14,2,0.05,Pending,Direct,1687.68,84.38,1603.3,834.12,769.18
T51347,C10014,P1236,2025-04-20,6,0.05,Paid,Direct,5576.16,278.81,5297.35,4848.84,448.51
T51348,C10247,P1068,2025-05-21,11,0.2,Paid,Partner,15145.68,3029.14,12116.54,7419.06,4697.48
T51349,C10779,P1259,2025-05-08,2,0.0,Paid,Direct,4337.06,0.0,4337.06,249.94,4087.12
T51350,C10681,P1198,2026-03-03,27,0.0,Paid,Direct,57173.58,0.0,57173.58,11668.59,45504.99
T51351,C10899,P1044,2026-02-03,11,0.1,Paid,Direct,13816.33,1381.63,12434.7,5778.19,6656.51
T51352,C10814,P1122,2025-08-25,23,0.0,Pending,Online,27714.77,0.0,27714.77,22500.21,5214.56
T51353,C10838,P1286,2025-02-21,4,0.02,Paid,Direct,1115.72,22.31,1093.41,970.2,123.21
T51354,C10510,P1151,2025-10-30,16,0.0,Paid,Direct,32421.76,0.0,32421.76,15694.72,16727.04
T51355,C10958,P1240,2026-03-01,4,0.0,Paid,Online,1608.76,0.0,1608.76,1398.92,209.84
T51356,C10415,P1261,2025-10-03,7,0.0,Paid,Partner,12718.86,0.0,12718.86,1539.37,11179.49
T51357,C10903,P1010,2025-06-05,12,0.05,Paid,Partner,11330.64,566.53,10764.11,9852.72,911.39
T51358,C10391,P1326,2025-12-10,26,0.02,Paid,Partner,32075.94,641.52,31434.42,27892.02,3542.4
T51359,C10444,P1117,2026-01-19,9,0.05,Paid,Direct,11548.71,577.44,10971.27,10042.38,928.89
T51360,C10685,P1277,2025-12-09,22,0.0,Paid,Partner,43439.88,0.0,43439.88,19244.06,24195.82
T51361,C10398,P1163,2026-05-22,3,0.15,Failed,Direct,5074.56,761.18,4313.38,523.89,3789.49
T51362,C10147,P1201,2025-07-02,8,0.05,Paid,Online,10381.84,519.09,9862.75,9027.68,835.07
T51363,C10896,P1126,2025-12-20,18,0.2,Paid,Direct,35748.9,7149.78,28599.12,4152.6,24446.52
